ESD-CODE,STATE,PHASE,PHASE-NAME,VEG,NOTES
R034BY109UT,POTENTIAL,2.1,2.1,AHCY,
R034BY109UT,POTENTIAL,2.1,2.1,INVASIVES,
R034BY109UT,POTENTIAL,2.1,2.1,ANNUAL NON-NATIVES,PRESENT
R034BY109UT,POTENTIAL,2.2,2.2,SHADSCALE,
R034BY109UT,POTENTIAL,2.2,2.2,SHRUB,OTHER
R034BY109UT,POTENTIAL,2.2,2.2,ACHY,
R034BY109UT,POTENTIAL,2.2,2.2,PG,OTHER
R034BY109UT,POTENTIAL,2.2,2.2,ANNUAL NON-NATIVES,PRESENT
R034BY109UT,POTENTIAL,2.3,2.3,SHADSCALE,
R034BY109UT,POTENTIAL,2.3,2.3,SHRUB,SPROUTING
R034BY109UT,POTENTIAL,2.3,2.3,ACHY,
R034BY109UT,POTENTIAL,2.3,2.3,PG,OTHER
R034BY109UT,POTENTIAL,2.3,2.3,ANNUAL NON-NATIVES,PRESENT
R034BY109UT,SHRUB,3.1,3.1,SHADSCALE,
R034BY109UT,SHRUB,3.1,3.1,BUD SAGEBRUSH,
R034BY109UT,SHRUB,3.1,3.1,SHRUB,OTHER
R034BY109UT,SHRUB,3.1,3.1,ANNUAL NON-NATIVES,PRESENT
R034BY109UT,SHRUB,3.1,3.1,DESIREABLE SPECIES,TRACE
R034BY109UT,ANNUAL ,4.1,4.1,HALOGETON,
R034BY109UT,ANNUAL ,4.1,4.1,CHEATGRASS,
R034BY109UT,ANNUAL ,4.1,4.1,ANNUAL NON-NATIVES,OTHER
R034BY109UT,ANNUAL ,4.1,4.1,SHADSCALE,
R034BY109UT,ANNUAL ,4.1,4.1,RABBITBRUSH,
,,,,,
R034BY106UT,REFERENCE,1.1,1.1,SHADSCALE,
R034BY106UT,REFERENCE,1.1,1.1,BUD SAGEBRUSH,
R034BY106UT,REFERENCE,1.1,1.1,ACHY,
R034BY106UT,REFERENCE,1.2,1.2,SHADSCALE,
R034BY106UT,REFERENCE,1.2,1.2,SHRUB,OTHER
R034BY106UT,REFERENCE,1.2,1.2,ACHY,
R034BY106UT,REFERENCE,1.2,1.2,PG,OTHER
R034BY106UT,POTENTIAL,2.1,2.1,SHADSCALE,
R034BY106UT,POTENTIAL,2.1,2.1,BUD SAGEBRUSH,
R034BY106UT,POTENTIAL,2.1,2.1,ACHY,
R034BY106UT,POTENTIAL,2.1,2.1,ANNUAL NON-NATIVES,PRESENT
R034BY106UT,POTENTIAL,2.2,2.2,SHADSCALE,
R034BY106UT,POTENTIAL,2.2,2.2,SHRUB,OTHER
R034BY106UT,POTENTIAL,2.2,2.2,ACHY,
R034BY106UT,POTENTIAL,2.2,2.2,PG,OTHER
R034BY106UT,POTENTIAL,2.2,2.2,ANNUAL NON-NATIVES,PRESENT
R034BY106UT,POTENTIAL,2.3,2.3,SHADSCALE,
R034BY106UT,POTENTIAL,2.3,2.3,SHRUB,
R034BY106UT,POTENTIAL,2.3,2.3,ACHY,
R034BY106UT,POTENTIAL,2.3,2.3,PG,OTHER
R034BY106UT,POTENTIAL,2.3,2.3,ANNUAL NON-NATIVES,PRESENT
R034BY106UT,SHRUB,3.1,3.1,SHADSCALE,
R034BY106UT,SHRUB,3.1,3.1,BUD SAGEBRUSH,
R034BY106UT,SHRUB,3.1,3.1,SHRUB,
R034BY106UT,SHRUB,3.1,3.1,ANNUAL NON-NATIVES,PRESENT
R034BY106UT,SHRUB,3.1,3.1,DESIREABLE SPECIES,TRACE
R034BY106UT,ANNUAL,4.1,4.1,HALOGETON,
R034BY106UT,ANNUAL,4.1,4.1,CHEATGRASS,
R034BY106UT,ANNUAL,4.1,4.1,ANNUAL NON-NATIVES,OTHER
R034BY106UT,ANNUAL,4.1,4.1,SHADSCALE,
R034BY106UT,ANNUAL,4.1,4.1,RABBITBRUSH,
,,,,,
R036XY287CO,REFERENCE,1.1,PINYON-JUNIPER WOODALND,UTAH JUNIPER,
R036XY287CO,REFERENCE,1.1,PINYON-JUNIPER WOODALND,PINYON,SCATTERED
R036XY287CO,REFERENCE,1.1,PINYON-JUNIPER WOODALND,PG/AG,
R036XY287CO,REFERENCE,1.1,PINYON-JUNIPER WOODALND,PF/AF,
R036XY287CO,REFERENCE,1.1,PINYON-JUNIPER WOODALND,SHRUB,
R036XY287CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PINYON,CODOMINANT WITH UTAH JUNIPER
R036XY287CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,UTAH JUNIPER,CODOMINANT WITH PINYON
R036XY287CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PG/AG,
R036XY287CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PF/AF,
R036XY287CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,SHRUB,
R036XY287CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,PG/AG,OTHER
R036XY287CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,SHRUB,
R036XY287CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,PF/AF,
R036XY287CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,UTAH JUNIPER,SCATTERED
R036XY287CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,PINYON,SCATTERED
R036XY287CO,POTENTIAL,2.1,PINYON-JUNIPER WOODALND,UTAH JUNIPER,
R036XY287CO,POTENTIAL,2.1,PINYON-JUNIPER WOODALND,PINYON,SCATTERED
R036XY287CO,POTENTIAL,2.1,PINYON-JUNIPER WOODALND,PG/AG,
R036XY287CO,POTENTIAL,2.1,PINYON-JUNIPER WOODALND,PF/AF,
R036XY287CO,POTENTIAL,2.1,PINYON-JUNIPER WOODALND,SHRUB,
R036XY287CO,POTENTIAL,2.1,PINYON-JUNIPER WOODALND,INVASIVES,PRESENT
R036XY287CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PINYON,CODOMINANT WITH UTAH JUNIPER
R036XY287CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,UTAH JUNIPER,CODOMINANT WITH PINYON
R036XY287CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PG/AG,
R036XY287CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PF/AF,
R036XY287CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,SHRUB,
R036XY287CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,INVASIVES,PRESENT
R036XY287CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,PG/AG,OTHER
R036XY287CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,PF/AF,
R036XY287CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,SHRUB,OTHER
R036XY287CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,UTAH JUNIPER,SCATTERED
R036XY287CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,PINYON,SCATTERED
R036XY287CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PG,INVASIVES,PRESENT
R036XY287CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PJ,
R036XY287CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,CHEATGRASS,
R036XY287CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PG/AG,OTHER
R036XY287CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PF/AF,
R036XY287CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,SHRUB,
R036XY287CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,M/LC/CY,DENSE
R036XY287CO,INVASIVE,3.2,INVASIVE ANNUALS,PJ,
R036XY287CO,INVASIVE,3.2,INVASIVE ANNUALS,CHEATGRASS,
R036XY287CO,INVASIVE,3.2,INVASIVE ANNUALS,PG/AG,SPARSE
R036XY287CO,INVASIVE,3.2,INVASIVE ANNUALS,PF/AF,SPARSE
R036XY287CO,INVASIVE,3.2,INVASIVE ANNUALS,M/LC/CY,DENSE
R036XY287CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PG/AG,SEEDED
R036XY287CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PG/AG,OTHER
R036XY287CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,SHRUB,
R036XY287CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PF/AF,
R036XY287CO,SEEDED,4.2,SEEDED WITH PJ,PG/AG,SEEDED
R036XY287CO,SEEDED,4.2,SEEDED WITH PJ,PINYON,SCATTERED
R036XY287CO,SEEDED,4.2,SEEDED WITH PJ,UTAH JUNIPER,SCATTERED
R036XY287CO,SEEDED,4.2,SEEDED WITH PJ,PG/AG,OTHER
R036XY287CO,SEEDED,4.2,SEEDED WITH PJ,SHRUB,
R036XY287CO,SEEDED,4.2,SEEDED WITH PJ,PF/AF,
R034BY104UT,REFERENCE,1.1,1.1,SHADSCALE,
R034BY104UT,REFERENCE,1.1,1.1,BUD SAGEBRUSH,
R034BY104UT,REFERENCE,1.1,1.1,ACHY,
R034BY104UT,REFERENCE,1.2,1.2,SHADSCALE,
R034BY104UT,REFERENCE,1.2,1.2,SHRUB,OTHER
R034BY104UT,REFERENCE,1.2,1.2,ACHY,
R034BY104UT,REFERENCE,1.2,1.2,PG,OTHER
R034BY104UT,POTENTIAL,2.1,2.1,SHADSCALE,
R034BY104UT,POTENTIAL,2.1,2.1,BUD SAGEBRUSH,
R034BY104UT,POTENTIAL,2.1,2.1,ACHY,
R034BY104UT,POTENTIAL,2.1,2.1,ANNUAL NON-NATIVE,PRESENT
R034BY104UT,POTENTIAL,2.2,2.2,SHADSCALE,
R034BY104UT,POTENTIAL,2.2,2.2,SHRUB,OTHER
R034BY104UT,POTENTIAL,2.2,2.2,ACHY,
R034BY104UT,POTENTIAL,2.2,2.2,PG,OTHER
R034BY104UT,POTENTIAL,2.2,2.2,ANNUAL NON-NATIVE,PRESENT
R034BY104UT,POTENTIAL,2.3,2.3,SHADSCALE,
R034BY104UT,POTENTIAL,2.3,2.3,SHRUB,OTHER
R034BY104UT,POTENTIAL,2.3,2.3,ACHY,
R034BY104UT,POTENTIAL,2.3,2.3,PG,OTHER
R034BY104UT,POTENTIAL,2.3,2.3,ANNUAL NON-NATIVE,PRESENT
R034BY104UT,SHRUB,3.1,3.1,SHADSCALE,
R034BY104UT,SHRUB,3.1,3.1,BUD SAGEBRUSH,
R034BY104UT,SHRUB,3.1,3.1,SHRUB,OTHER
R034BY104UT,SHRUB,3.1,3.1,ANNUAL NON-NATIVE,PRESENT
R034BY104UT,SHRUB,3.1,3.1,DESIREABLE SPECIES,TRACE
R034BY104UT,ANNUAL,4.1,4.1,HALOGETON,
R034BY104UT,ANNUAL,4.1,4.1,CHEATGRASS,
R034BY104UT,ANNUAL,4.1,4.1,ANNUAL NON-NATIVE,OTHER
R034BY104UT,ANNUAL,4.1,4.1,SHADSCALE,MINOR
R034BY104UT,ANNUAL,4.1,4.1,RABBITBRUSH,MINOR
R036XY289CO,REFERENCE,1.1,PERRENIAL GRASSLAND/SRUBLAND,ARTRW8,
R036XY289CO,REFERENCE,1.1,PERRENIAL GRASSLAND/SRUBLAND,PASM,
R036XY289CO,REFERENCE,1.1,PERRENIAL GRASSLAND/SRUBLAND,ACHY,
R036XY289CO,REFERENCE,1.1,PERRENIAL GRASSLAND/SRUBLAND,PF/AF,
R036XY289CO,REFERENCE,1.1,PERRENIAL GRASSLAND/SRUBLAND,SHRUB,OTHER
R036XY289CO,REFERENCE,1.2,PERRENIAL GRASSLAND,PASM,
R036XY289CO,REFERENCE,1.2,PERRENIAL GRASSLAND,ACHY,
R036XY289CO,REFERENCE,1.2,PERRENIAL GRASSLAND,PF/AF,
R036XY289CO,REFERENCE,1.2,PERRENIAL GRASSLAND,SHRUB,OTHER
R036XY289CO,REFERENCE,1.3,PERRENIAL SHRUBLAND,ARTRW8,
R036XY289CO,REFERENCE,1.3,PERRENIAL SHRUBLAND,CHVI8,
R036XY289CO,REFERENCE,1.3,PERRENIAL SHRUBLAND,PASM,
R036XY289CO,REFERENCE,1.3,PERRENIAL SHRUBLAND,PG/AG,OTHER
R036XY289CO,REFERENCE,1.3,PERRENIAL SHRUBLAND,PF/AF,
R036XY289CO,REFERENCE,1.3,PERRENIAL SHRUBLAND,SHRUB,OTHER
R036XY289CO,POTENTIAL,2.1,PERRENIAL GRASSLAND/SHRUBLAND,ARTRW8,
R036XY289CO,POTENTIAL,2.1,PERRENIAL GRASSLAND/SHRUBLAND,PASM,
R036XY289CO,POTENTIAL,2.1,PERRENIAL GRASSLAND/SHRUBLAND,ACHY,
R036XY289CO,POTENTIAL,2.1,PERRENIAL GRASSLAND/SHRUBLAND,PF/AF,
R036XY289CO,POTENTIAL,2.1,PERRENIAL GRASSLAND/SHRUBLAND,SHRUB,OTHER
R036XY289CO,POTENTIAL,2.1,PERRENIAL GRASSLAND/SHRUBLAND,INVASIVES,PRESENT
R036XY289CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,PASM,
R036XY289CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,ACHY,
R036XY289CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,PF/AF,
R036XY289CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,SHRUB,OTHER
R036XY289CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,ARTRW8,
R036XY289CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,CHVI8,
R036XY289CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,PASM,
R036XY289CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,PG/AG,
R036XY289CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,PF/AF,
R036XY289CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,SHRUB,OTHER
R036XY289CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,INVASIVES,PRESENT
R036XY289CO,PINYON-JUNIPER STATE,3.1,PJ WITH UNDERSTORY,PIED,
R036XY289CO,PINYON-JUNIPER STATE,3.1,PJ WITH UNDERSTORY,JUOS,
R036XY289CO,PINYON-JUNIPER STATE,3.1,PJ WITH UNDERSTORY,ARTRW8,
R036XY289CO,PINYON-JUNIPER STATE,3.1,PJ WITH UNDERSTORY,PG ,
R036XY289CO,PINYON-JUNIPER STATE,3.1,PJ WITH UNDERSTORY,AF/PF,
R036XY289CO,PINYON-JUNIPER STATE,3.1,PJ WITH UNDERSTORY,SHRUB,
R036XY289CO,PINYON-JUNIPER STATE,3.2,PJ WOODLAND,ARTRW8,
R036XY289CO,PINYON-JUNIPER STATE,3.2,PJ WOODLAND,JUOS,IN PATCHES
R036XY289CO,PINYON-JUNIPER STATE,3.2,PJ WOODLAND,PG,SPARSE
R036XY289CO,PINYON-JUNIPER STATE,3.2,PJ WOODLAND,PF ,SPARSE
R036XY289CO,SEEDED,4.1,SEEDED GRASSLAND,PG/AG,SEEDED
R036XY289CO,SEEDED,4.1,SEEDED GRASSLAND,PG/AG,OTHER
R036XY289CO,SEEDED,4.1,SEEDED GRASSLAND,SHRUB,
R036XY289CO,SEEDED,4.1,SEEDED GRASSLAND,PF/AF,
R036XY289CO,SEEDED,4.2,SEEDED GRASSLAND/SHRUBLAND,PG/AG,SEEDED
R036XY289CO,SEEDED,4.2,SEEDED GRASSLAND/SHRUBLAND,ARTRW8,
R036XY289CO,SEEDED,4.2,SEEDED GRASSLAND/SHRUBLAND,SHRUB,OTHER
R036XY289CO,SEEDED,4.2,SEEDED GRASSLAND/SHRUBLAND,PG/AG,
R036XY289CO,SEEDED,4.2,SEEDED GRASSLAND/SHRUBLAND,PF/AF,
R036XY289CO,SEEDED,4.3,SEEDED SHRUBLAND,ARTRW8,
R036XY289CO,SEEDED,4.3,SEEDED SHRUBLAND,PG/AG,SEEDED
R036XY289CO,SEEDED,4.3,SEEDED SHRUBLAND,PG/AG,OTHER
R036XY289CO,SEEDED,4.3,SEEDED SHRUBLAND,SHRUB,
R036XY289CO,SEEDED,4.3,SEEDED SHRUBLAND,PF/AF,
R036XY289CO,SEEDED,4.3,SEEDED SHRUBLAND,JUOS,MAY BE PRESENT
R036XY289CO,SEEDED,4.3,SEEDED SHRUBLAND,PIED,MAY BE PRESENT
R036XY289CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,CHEATGRASS,
R036XY289CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,ARTRT,
R036XY289CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,PG/AG,OTHER
R036XY289CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,PF/AF,
R036XY289CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,SHRUB,OTHER
R036XY289CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,TREES,
R036XY289CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,CHEATGRASS,
R036XY289CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,AF ,
R036XY289CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,RABBITBRUSH,
R036XY289CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,PG/AG,OTHER
R036XY326CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,ARTRW8,
R036XY326CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,HECO26,
R036XY326CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,PG/AG,OTHER
R036XY326CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,
R036XY326CO,REFERENCE,1.1,PERRENIAL SHRUBLAND/GRASSLAND,PF/AF,
R036XY326CO,REFERENCE,1.2,PERRENIAL GRASSLAND,HECO26,
R036XY326CO,REFERENCE,1.2,PERRENIAL GRASSLAND,GALLETA,
R036XY326CO,REFERENCE,1.2,PERRENIAL GRASSLAND,ACHY,
R036XY326CO,REFERENCE,1.2,PERRENIAL GRASSLAND,PG/AG,OTHER
R036XY326CO,REFERENCE,1.2,PERRENIAL GRASSLAND,SHRUB,
R036XY326CO,REFERENCE,1.2,PERRENIAL GRASSLAND,PF/AF,
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,HECO26,
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,SNAKEWEED,
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,ACHY,
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,GALLETA,
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,ARTRW8,
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,PG/AG,OTHER
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,SHRUB,OTHER
R036XY326CO,REFERENCE,1.3,PERRENIAL SHRUBLAND ,PF/AF,
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,ARTRW8,
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,HECO26,
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,ACHY,
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,GALLETA,
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,PG/AG,OTHER
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,SHRUB,
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,PF/AF,
R036XY326CO,POTENTIAL,2.1,PERRENIAL SHRUBLAND/GRASSLAND,INVASIVES,PRESENT
R036XY326CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,HECO26,
R036XY326CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,GALLETA,
R036XY326CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,ACHY,
R036XY326CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,PG/AG,OTHER
R036XY326CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,SHRUB,
R036XY326CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,PF/AF,
R036XY326CO,POTENTIAL,2.2,PERRENIAL GRASSLAND,INVASIVES,PRESENT
R036XY326CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,ARTRW8,
R036XY326CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,SNAKEWEED,
R036XY326CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,ACHY,
R036XY326CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,GALLETA,
R036XY326CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,PG/AG,OTHER
R036XY326CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,SHRUB,OTHER
R036XY326CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND,PF/AF,
R036XY326CO,POTENTIAL,2.4,PJ ENCROACHED SHRUBLAND,ARTRW8,
R036XY326CO,POTENTIAL,2.4,PJ ENCROACHED SHRUBLAND,UTAH JUNIPER,
R036XY326CO,POTENTIAL,2.4,PJ ENCROACHED SHRUBLAND,PG/AG,
R036XY326CO,POTENTIAL,2.4,PJ ENCROACHED SHRUBLAND,SHRUB,OTHER
R036XY326CO,POTENTIAL,2.4,PJ ENCROACHED SHRUBLAND,PF/AF,
R036XY326CO,POTENTIAL,2.4,PJ ENCROACHED SHRUBLAND,INVASIVES,PRESENT
R036XY326CO,DEPAUPERATE,3.1,DEPAUPERATE SHRUBLAND,ARTRW8,DOMINATES
R036XY326CO,DEPAUPERATE,3.1,DEPAUPERATE SHRUBLAND,SNAKEWEED,ABUNDANT
R036XY326CO,DEPAUPERATE,3.1,DEPAUPERATE SHRUBLAND,PG ,SPARSE
R036XY326CO,DEPAUPERATE,3.1,DEPAUPERATE SHRUBLAND,PF ,SPARSE
R036XY326CO,DEPAUPERATE,3.2,DEPAUPERATE ENCROACHED SHRUBLAND,ARTRW8,DOMINATES
R036XY326CO,DEPAUPERATE,3.2,DEPAUPERATE ENCROACHED SHRUBLAND,UTAH JUNIPER,ABUNDANT IN PATCHES
R036XY326CO,DEPAUPERATE,3.2,DEPAUPERATE ENCROACHED SHRUBLAND,PG,SPARSE
R036XY326CO,DEPAUPERATE,3.2,DEPAUPERATE ENCROACHED SHRUBLAND,PF,SPARSE
R036XY326CO,JUNIPER ENCROACHMENT,4.1,JUNIPER ENCROACHEMENT,UTAH JUNIPER,CODOMINANT
R036XY326CO,JUNIPER ENCROACHMENT,4.1,JUNIPER ENCROACHEMENT,SAGEBRUSH,SPARSE
R036XY326CO,JUNIPER ENCROACHMENT,4.1,JUNIPER ENCROACHEMENT,PG,
R036XY326CO,JUNIPER ENCROACHMENT,4.1,JUNIPER ENCROACHEMENT,PG,
R036XY326CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,CHEATGRASS,
R036XY326CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,BIG SAGEBRUSH,
R036XY326CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,PG/AG,OTHER
R036XY326CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,PF/AF,
R036XY326CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,SHRUB,
R036XY326CO,INVASIVE ANNUAL,5.1,SAGEBRUSH WITH ANNUALS,TREE,
R036XY326CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,CHEATGRASS,
R036XY326CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,AF,
R036XY326CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,RABBITBRUSH,
R036XY326CO,INVASIVE ANNUAL,5.2,ANNUAL MONOCULTURE,PG/AG,OTHER
R036XY326CO,SEEDED,6.1,SEEDED GRASSLAND,PG/AG,SEEDED
R036XY326CO,SEEDED,6.1,SEEDED GRASSLAND,PG/AG,OTHER
R036XY326CO,SEEDED,6.1,SEEDED GRASSLAND,SHRUB,
R036XY326CO,SEEDED,6.1,SEEDED GRASSLAND,PF/AF,
R036XY326CO,SEEDED,6.2,SEEDED GRASSLAND/SHRUBLAND,PG/AG,SEEDED
R036XY326CO,SEEDED,6.2,SEEDED GRASSLAND/SHRUBLAND,ARTRW8,
R036XY326CO,SEEDED,6.2,SEEDED GRASSLAND/SHRUBLAND,SHRUB,OTHER
R036XY326CO,SEEDED,6.2,SEEDED GRASSLAND/SHRUBLAND,PG/AG,
R036XY326CO,SEEDED,6.2,SEEDED GRASSLAND/SHRUBLAND,PF/AF,
R036XY326CO,SEEDED,6.3,SEEDED SHRUBLAND,ARTRW8,
R036XY326CO,SEEDED,6.3,SEEDED SHRUBLAND,PG/AG,SEEDED
R036XY326CO,SEEDED,6.3,SEEDED SHRUBLAND,PG/AG,OTHER
R036XY326CO,SEEDED,6.3,SEEDED SHRUBLAND,SHRUB,
R036XY326CO,SEEDED,6.3,SEEDED SHRUBLAND,PF/AF,
R036XY326CO,SEEDED,6.3,SEEDED SHRUBLAND,UTAH JUNIPER,MAY BE PRESENT
R036XY326CO,SEEDED,6.3,SEEDED SHRUBLAND,PINYON,MAY BE PRESENT
R034BY322UT,REFERENCE,1.1,OPEN CANOPY,PIED,
R034BY322UT,REFERENCE,1.1,OPEN CANOPY,JUOS,
R034BY322UT,REFERENCE,1.1,OPEN CANOPY,CEMO2,
R034BY322UT,REFERENCE,1.1,OPEN CANOPY,ARNO4,
R034BY322UT,REFERENCE,1.1,OPEN CANOPY,PG,
R034BY322UT,REFERENCE,1.1,OPEN CANOPY,SHRUB,OTHER
R034BY322UT,REFERENCE,1.1,OPEN CANOPY,PF/AF,
R034BY322UT,REFERENCE,1.2,CLOSED CANOPY,PIED,
R034BY322UT,REFERENCE,1.2,CLOSED CANOPY,JUOS,
R034BY322UT,REFERENCE,1.2,CLOSED CANOPY,CEMO2,
R034BY322UT,REFERENCE,1.2,CLOSED CANOPY,ARNO4,
R034BY322UT,REFERENCE,1.2,CLOSED CANOPY,PG,REDUCED
R034BY322UT,REFERENCE,1.2,CLOSED CANOPY,SHRUB,OTHER
R034BY322UT,REFERENCE,1.2,CLOSED CANOPY,PF/AF,REDUCED
R034BY322UT,POTENTIAL,2.1,OPEN CANOPY,PIED,
R034BY322UT,POTENTIAL,2.1,OPEN CANOPY,JUOS,
R034BY322UT,POTENTIAL,2.1,OPEN CANOPY,CEMO2,
R034BY322UT,POTENTIAL,2.1,OPEN CANOPY,ARNO4,
R034BY322UT,POTENTIAL,2.1,OPEN CANOPY,PG,
R034BY322UT,POTENTIAL,2.1,OPEN CANOPY,PF/AF,
R034BY322UT,POTENTIAL,2.1,OPEN CANOPY,SHRUB,OTHER
R034BY322UT,POTENTIAL,2.2,CLOSED CANOPY,PIED,
R034BY322UT,POTENTIAL,2.2,CLOSED CANOPY,JUOS,
R034BY322UT,POTENTIAL,2.2,CLOSED CANOPY,CEMO2,
R034BY322UT,POTENTIAL,2.2,CLOSED CANOPY,ARNO4,
R034BY322UT,POTENTIAL,2.2,CLOSED CANOPY,PG,REDUCED
R034BY322UT,POTENTIAL,2.2,CLOSED CANOPY,SHRUB,OTHER
