ESD-CODE,STATE,PHASE,PHASE-NAME,VEG,NOTES
R034BY322UT,POTENTIAL,2.2,CLOSED CANOPY,AF/PF,REDUCED
R034BY112UT,REFERENCE,1.1,DESERT GRASSLAND/SHRUBLAND,ACHY,
R034BY112UT,REFERENCE,1.1,DESERT GRASSLAND/SHRUBLAND,GALLETA,
R034BY112UT,REFERENCE,1.1,DESERT GRASSLAND/SHRUBLAND,FOURWING SALTBUSH,
R034BY112UT,REFERENCE,1.1,DESERT GRASSLAND/SHRUBLAND,PG,OTHER
R034BY112UT,REFERENCE,1.1,DESERT GRASSLAND/SHRUBLAND,PF/AF,
R034BY112UT,REFERENCE,1.2,DESERT GRASSLAND ,ACHY,
R034BY112UT,REFERENCE,1.2,DESERT GRASSLAND ,GALLETA,
R034BY112UT,REFERENCE,1.2,DESERT GRASSLAND ,PG,OTHER
R034BY112UT,REFERENCE,1.2,DESERT GRASSLAND ,PF/AF,
R034BY112UT,REFERENCE,1.3,DESERT SHRUBLAND,FOURWING SALTBUSH,
R034BY112UT,REFERENCE,1.3,DESERT SHRUBLAND,ACHY,
R034BY112UT,REFERENCE,1.3,DESERT SHRUBLAND,GALLETA,
R034BY112UT,REFERENCE,1.3,DESERT SHRUBLAND,PG,OTHER
R034BY112UT,REFERENCE,1.3,DESERT SHRUBLAND,PF/AF,
R034BY112UT,POTENTIAL,2.1,DESERT GRASSLAND/SHRUBLAND,ACHY,
R034BY112UT,POTENTIAL,2.1,DESERT GRASSLAND/SHRUBLAND,GALLETA,
R034BY112UT,POTENTIAL,2.1,DESERT GRASSLAND/SHRUBLAND,FOURWING SALTBUSH,
R034BY112UT,POTENTIAL,2.1,DESERT GRASSLAND/SHRUBLAND,PG,OTHER
R034BY112UT,POTENTIAL,2.1,DESERT GRASSLAND/SHRUBLAND,PF/AF,
R034BY112UT,POTENTIAL,2.1,DESERT GRASSLAND/SHRUBLAND,NON-NATIVE,PRESENT
R034BY112UT,POTENTIAL,2.2,DESERT GRASSLAND,ACHY,
R034BY112UT,POTENTIAL,2.2,DESERT GRASSLAND,GALLETA,
R034BY112UT,POTENTIAL,2.2,DESERT GRASSLAND,PG,OTHER
R034BY112UT,POTENTIAL,2.2,DESERT GRASSLAND,PF/AF,
R034BY112UT,POTENTIAL,2.2,DESERT GRASSLAND,NON-NATIVE,PRESENT
R034BY112UT,POTENTIAL,2.3,DESERT SHRUBLAND,FOURWING SALTBUSH,
R034BY112UT,POTENTIAL,2.3,DESERT SHRUBLAND,ACHY,
R034BY112UT,POTENTIAL,2.3,DESERT SHRUBLAND,GALLETA,
R034BY112UT,POTENTIAL,2.3,DESERT SHRUBLAND,PG,OTHER
R034BY112UT,POTENTIAL,2.3,DESERT SHRUBLAND,PF/AF,
R034BY112UT,POTENTIAL,2.3,DESERT SHRUBLAND,NON-NATIVE,PRESENT
R034BY112UT,DISTURBED,3.1,DISTURBED GRASSLAND/SHRUBLAND,BROOMSNAKEWEED,
R034BY112UT,DISTURBED,3.1,DISTURBED GRASSLAND/SHRUBLAND,INVASIVE FORBS,
R034BY112UT,DISTURBED,3.1,DISTURBED GRASSLAND/SHRUBLAND,INVASIVE GRASSES,
R034BY112UT,ANNUAL GRASS,4.1,CHEATGRASS DOMINATED,CHEATGRASS,
R034BY112UT,ANNUAL GRASS,4.1,CHEATGRASS DOMINATED,ACHY,
R034BY112UT,ANNUAL GRASS,4.1,CHEATGRASS DOMINATED,GALLETA,
R034BY112UT,ANNUAL GRASS,4.1,CHEATGRASS DOMINATED,FOURWING SALTBUSH,
R034BY112UT,ANNUAL GRASS,4.1,CHEATGRASS DOMINATED,PF/AF,
R034BY112UT,ANNUAL GRASS,4.1,CHEATGRASS DOMINATED,INVASIVE FORBS,
R034BY112UT,ANNUAL GRASS,4.2,CHEATGRASS MONOCULTURE,CHEATGRASS,
R034BY112UT,ANNUAL GRASS,4.2,CHEATGRASS MONOCULTURE,INVASIVE ANNUAL FORBS,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PINYON,SCATTERED
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,SHRUB,
R036XY111CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PINYON,CODOMINANT WITH UTAH JUNIPER
R036XY111CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,UTAH JUNIPER,CODOMINANT WITH PINYON
R036XY111CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PG/AG,
R036XY111CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PF/AF,
R036XY111CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,SHRUB,
R036XY111CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,PG/AG,OTHER
R036XY111CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,
R036XY111CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,PF/AF,
R036XY111CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,SCATTERED
R036XY111CO,REFERENCE,1.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,PINYON,SCATTERED
R036XY111CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER,
R036XY111CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PINYON,SCATTERED
R036XY111CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY111CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY111CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,SHRUB,
R036XY111CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,INVASIVES,PRESENT
R036XY111CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PINYON,CODOMINANT WITH UTAH JUNIPER
R036XY111CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,UTAH JUNIPER,CODOMINANT WITH PINYON
R036XY111CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PG/AG,
R036XY111CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PF/AF,
R036XY111CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,SHRUB,
R036XY111CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,INVASIVES,PRESENT
R036XY111CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,PG/AG,OTHER
R036XY111CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,PF/AF,
R036XY111CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,
R036XY111CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,SCATTERED
R036XY111CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,PINYON,SCATTERED
R036XY111CO,POTENTIAL,2.3,PERRENIAL SHRUBLAND WITH SCATTERED PJ,INVASIVES,PRESENT
R036XY111CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PJ,
R036XY111CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,CHEATGRASS,
R036XY111CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PG/AG,OTHER
R036XY111CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PF/AF,
R036XY111CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,SHRUB,
R036XY111CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,M/LC/CY,DENSE
R036XY111CO,INVASIVE,3.2,INVASIVE ANNUALS,PJ,
R036XY111CO,INVASIVE,3.2,INVASIVE ANNUALS,CHEATGRASS,
R036XY111CO,INVASIVE,3.2,INVASIVE ANNUALS,SHRUB,
R036XY111CO,INVASIVE,3.2,INVASIVE ANNUALS,PG ,SPARSE
R036XY111CO,INVASIVE,3.2,INVASIVE ANNUALS,PF ,SPARSE
R036XY111CO,INVASIVE,3.2,INVASIVE ANNUALS,M/LC/CY,DENSE
R036XY111CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PG/AG,SEEDED
R036XY111CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PG/AG,OTHER
R036XY111CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,SHRUB,
R036XY111CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PF/AF,
R036XY111CO,SEEDED,4.2,SEEDED WITH PJ,PG/AG,SEEDED
R036XY111CO,SEEDED,4.2,SEEDED WITH PJ,PINYON,SCATTERED
R036XY111CO,SEEDED,4.2,SEEDED WITH PJ,UTAH JUNIPER,SCATTERED
R036XY111CO,SEEDED,4.2,SEEDED WITH PJ,PG/AG,OTHER
R036XY111CO,SEEDED,4.2,SEEDED WITH PJ,SHRUB,
R036XY111CO,SEEDED,4.2,SEEDED WITH PJ,PF/AF,
R036XY445CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER,
R036XY445CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PINYON,SCATTERED
R036XY445CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY445CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY445CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,SH,
R036XY445CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PINYON,CODEPENDANT WITH UTAH JUNIPER
R036XY445CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,UTAH JUNIPER,CODEPENDANT WITH PINYON
R036XY445CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PG/AG,
R036XY445CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PF/AF,
R036XY445CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,SH,
R036XY445CO,REFERENCE,1.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,PG/AG,OTHER
R036XY445CO,REFERENCE,1.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,SH,
R036XY445CO,REFERENCE,1.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,PF/AF,
R036XY445CO,REFERENCE,1.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,SCATTERED
R036XY445CO,REFERENCE,1.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,PINYON,SCATTERED
R036XY445CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER,
R036XY445CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PINYON,SCATTERED
R036XY445CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY445CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY445CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,SH,
R036XY445CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,INVASIVES,PRESENT
R036XY445CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PINYON,CODOMINANT WITH UTAH JUNIPER
R036XY445CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,UTAH JUNIPER,CODOMINANT WITH PINYON
R036XY445CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PG/AG,
R036XY445CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,PF/AF,
R036XY445CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,SH,
R036XY445CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND,INVASIVES,PRESENT
R036XY445CO,POTENTIAL,2.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,PG/AG,OTHER
R036XY445CO,POTENTIAL,2.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,PF/AF,
R036XY445CO,POTENTIAL,2.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,SH,
R036XY445CO,POTENTIAL,2.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,SCATTERED
R036XY445CO,POTENTIAL,2.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,PINYON,SCATTERED
R036XY445CO,POTENTIAL,2.3,PERENNAIL SHRUBLAND WITH SCATTERED PJ,INVASIVES,PRESENT
R036XY445CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PINYON,
R036XY445CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,UTAH JUNIPER,
R036XY445CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,CHEATGRASS,
R036XY445CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PG/AG,OTHER
R036XY445CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PF/AF,
R036XY445CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,SH,
R036XY445CO,INVASIVE,3.1,PJ WOODLAND WITH INVASIVE PLANTS,M/LC/CY,DENSE
R036XY445CO,INVASIVE,3.2,INVASIVE ANNUALS,PINYON,
R036XY445CO,INVASIVE,3.2,INVASIVE ANNUALS,UTAH JUNIPER,
R036XY445CO,INVASIVE,3.2,INVASIVE ANNUALS,CHEATGRASS,
R036XY445CO,INVASIVE,3.2,INVASIVE ANNUALS,SH,
R036XY445CO,INVASIVE,3.2,INVASIVE ANNUALS,PG/AG,SPARSE
R036XY445CO,INVASIVE,3.2,INVASIVE ANNUALS,PF/AF,SPARSE
R036XY445CO,INVASIVE,3.2,INVASIVE ANNUALS,M/LC/CY,DENSE
R036XY445CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PG/AG,SEEDED
R036XY445CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PG/AG,OTHER
R036XY445CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,SH,
R036XY445CO,SEEDED,4.1,SEEDED GRASSLAND/SHRUBLAND,PF/AF,
R036XY445CO,SEEDED,4.2,SEEDED WITH PJ,PG/AG,SEEDED
R036XY445CO,SEEDED,4.2,SEEDED WITH PJ,PINYON,SCATTERED
R036XY445CO,SEEDED,4.2,SEEDED WITH PJ,UTAH JUNIPER,SCATTERED
R036XY445CO,SEEDED,4.2,SEEDED WITH PJ,PG/AG,OTHER
R036XY445CO,SEEDED,4.2,SEEDED WITH PJ,PF/AF,
R036XY110CO,REFERENCE ,1.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER ,
R036XY110CO,REFERENCE ,1.1,PINYON-JUNIPER WOODLAND,PINYON,SCATTERED
R036XY110CO,REFERENCE ,1.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY110CO,REFERENCE ,1.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY110CO,REFERENCE ,1.1,PINYON-JUNIPER WOODLAND,SHRUB,
R036XY110CO,REFERENCE ,1.2,MATURE PINYON-JUNIPER WOODLAND ,PINYON,CODOMINANT
R036XY110CO,REFERENCE ,1.2,MATURE PINYON-JUNIPER WOODLAND ,UTAH JUNIPER ,CODOMINANT
R036XY110CO,REFERENCE ,1.2,MATURE PINYON-JUNIPER WOODLAND ,PG/AG,
R036XY110CO,REFERENCE ,1.2,MATURE PINYON-JUNIPER WOODLAND ,PF/AF,
R036XY110CO,REFERENCE ,1.2,MATURE PINYON-JUNIPER WOODLAND ,SHRUB,
R036XY110CO,REFERENCE ,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PG/AG,OTHER
R036XY110CO,REFERENCE ,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,OTHER
R036XY110CO,REFERENCE ,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PF/AF,OTHER
R036XY110CO,REFERENCE ,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER ,SCATTERED/STARTING TO REESTABLISH
R036XY110CO,REFERENCE ,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PINYON,SCATTERED/STARTING TO REESTABLISH
R036XY110CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER ,
R036XY110CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PINYON,SCATTERED
R036XY110CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY110CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY110CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,SHRUB,
R036XY110CO,POTENTIAL,2.1,PINYON-JUNIPER WOODLAND,NOXIOUS,PRESENT
R036XY110CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND ,PINYON,CODOMINANT
R036XY110CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND ,UTAH JUNIPER ,CODOMINANT
R036XY110CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND ,PG/AG,
R036XY110CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND ,PF/AF,
R036XY110CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND ,SHRUB,
R036XY110CO,POTENTIAL,2.2,MATURE PINYON-JUNIPER WOODLAND ,NOXIOUS,PRESENT
R036XY110CO,POTENTIAL,2.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PG/AG,OTHER
R036XY110CO,POTENTIAL,2.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PF/AF,OTHER
R036XY110CO,POTENTIAL,2.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,OTHER
R036XY110CO,POTENTIAL,2.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER ,SCATTERED/STARTING TO REESTABLISH
R036XY110CO,POTENTIAL,2.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PINYON,SCATTERED/STARTING TO REESTABLISH
R036XY110CO,POTENTIAL,2.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,NOXIOUS,PRESENT
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PINYON,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.1,PJ WOODLAND WITH INVASIVE PLANTS,UTAH JUNIPER,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.1,PJ WOODLAND WITH INVASIVE PLANTS,CHEATGRASS,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PG/AG,OTHER
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.1,PJ WOODLAND WITH INVASIVE PLANTS,PF/AF,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.1,PJ WOODLAND WITH INVASIVE PLANTS,SHRUB,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.1,PJ WOODLAND WITH INVASIVE PLANTS,M/LC/CY,POSSIBLE
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.2,INVASIVE ANNUAL,PINYON,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.2,INVASIVE ANNUAL,UTAH JUNIPER,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.2,INVASIVE ANNUAL,CHEATGRASS,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.2,INVASIVE ANNUAL,SHRUB,
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.2,INVASIVE ANNUAL,PG ,SPARSE/ABSENT
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.2,INVASIVE ANNUAL,PF ,SPARSE/ABSENT
R036XY110CO,PINYON-JUNIPER INVASIVE ,3.2,INVASIVE ANNUAL,M/LC/CY,
R036XY110CO,SEEDED,4.1,SEEDED GRASSLAND/SCRUBLAND,PG/AG,SEEDED
R036XY110CO,SEEDED,4.1,SEEDED GRASSLAND/SCRUBLAND,PG/AG,OTHER
R036XY110CO,SEEDED,4.1,SEEDED GRASSLAND/SCRUBLAND,SHRUB,
R036XY110CO,SEEDED,4.1,SEEDED GRASSLAND/SCRUBLAND,PF/AF,
R036XY325CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,,
R036XY325CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,ARTRW8,
R036XY325CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,PG/AG,
R036XY325CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,SHRUBS,
R036XY325CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,PF/AF,
R036XY325CO,DEDPAUPERATE STATE,3.1,DEPAUPERATE SHRUBLAND,ARTRW8,DOMINANT
R036XY325CO,DEDPAUPERATE STATE,3.1,DEPAUPERATE SHRUBLAND,SNAKEWEED,
R036XY325CO,DEDPAUPERATE STATE,3.1,DEPAUPERATE SHRUBLAND,PG,SPARSE/ABSENT
R036XY325CO,DEDPAUPERATE STATE,3.1,DEPAUPERATE SHRUBLAND,PF/AF,SPARSE/ABSENT
R036XY325CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER,
R036XY325CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PINYON JUNIPER,SCATTERED
R036XY325CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY325CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY325CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,SHRUB,
R036XY325CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PINYON JUNIPER,
R036XY325CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,UTAH JUNIPER,
R036XY325CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PG/AG,
R036XY325CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,PF/AF,
R036XY325CO,REFERENCE,1.2,MATURE PINYON-JUNIPER WOODLAND,SHRUB,
R036XY325CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PG/AG,
R036XY325CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,
R036XY325CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,FORB,
R036XY325CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,SCATTERED
R036XY325CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PINYON JUNIPER,SCATTERED
R036XY284CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,ARTW8,
R036XY284CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,MUTTONGRASS,
R036XY284CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,WESTERN WHEATGRASS,
R036XY284CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,PF/AF,
R036XY284CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,SHRUB,
,,,,,
R036XY287CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,GRASS,
R036XY287CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,
R036XY287CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PF/AF,
R036XY287CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,SCATTERED AND REESTABLISHING
R036XY287CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PINYON JUNIPER,SCATTERED AND REESTABLISHING
,,,,,
R036XY326CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,ARTRW8,
R036XY326CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,HECO26,
R036XY326CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,PG/AG,
R036XY326CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,SHRUB,
R036XY326CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,PF/AF,
,,,,,
R035XY413CO,REFERENCE,1.1,BASIN BIG SAGEBRUSH,WESTERN WHEATGRASS,
R035XY413CO,REFERENCE,1.1,BASIN BIG SAGEBRUSH,MUTTONGRASS,
R035XY413CO,REFERENCE,1.1,BASIN BIG SAGEBRUSH,BASIN BIG SAGEBRUSH,
,,,,,
R036XY110CO,REFERENCE,1.1,PINYON JUNIPER WOODLAND,UTAH JUNIPER,
R036XY110CO,REFERENCE,1.1,PINYON JUNIPER WOODLAND,PINYON JUNIPER,SCATTERED
R036XY110CO,REFERENCE,1.1,PINYON JUNIPER WOODLAND,PG/AG,
R036XY110CO,REFERENCE,1.1,PINYON JUNIPER WOODLAND,PF/AF,
R036XY110CO,REFERENCE,1.1,PINYON JUNIPER WOODLAND,SHRUB,
R036XY110CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,GRASSES,
R036XY110CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,
R036XY110CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PF/AF,
R036XY110CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,
R036XY110CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PINYON JUNIPER,SCATTERED AND REESTABLISHING
,,,,,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,UTAH JUNIPER,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PINYON JUNIPER,SCATTERED
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PG/AG,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,PF/AF,
R036XY111CO,REFERENCE,1.1,PINYON-JUNIPER WOODLAND,SHRUB,
R036XY111CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PG/AG,
R036XY111CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,SHRUB,
R036XY111CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PF/AF,
R036XY111CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,UTAH JUNIPER,SCATTERED AND REESTABLISHING
R036XY111CO,REFERENCE,1.3,PERENNIAL SHRUBLAND WITH SCATTERED PJ,PINYON JUNIPER,
,,,,,
R036XY289CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,ARTRW8,
R036XY289CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,WESTERN WHEATGRASS,
R036XY289CO,REFERENCE,1.1,PERENNIAL SHRUBLAND/GRASSLAND,INDIAN RICEGRASS,
