"","ESD.CODE","STATE","PHASE","PHASE.NAME","FUNCTIONAL","SYMBOL","Lower","Upper","YMBOL"
"646","R034BY302UT","REFERENCE",1.1,"1.1","SHRUB","SYOR2","7","20","SYOR2"
"647","R034BY302UT","REFERENCE",1.1,"1.1","SHRUB","TECA2","7","20","TECA2"
"648","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","PASM","163","195","PASM"
"649","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","POFE","33","65","POFE"
"650","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","LESAS","33","65","LESAS"
"651","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","ELEL5","20","33","ELEL5"
"652","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","KOMA","30","33","KOMA"
"653","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","AG","20","33","2GA"
"654","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","PG","20","33","2GP"
"655","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","ACHY","7","20","ACHY"
"656","R034BY302UT","REFERENCE",1.1,"1.1","GRASS","POSE","7","20","POSE"
"657","R034BY302UT","REFERENCE",1.1,"1.1","FORB","AF","33","65","2FA"
"658","R034BY302UT","REFERENCE",1.1,"1.1","FORB","PF","33","65","2FP"
"659","R034BY302UT","REFERENCE",1.1,"1.1","FORB","ALNE","7","20","ALNE"
"660","R034BY302UT","REFERENCE",1.1,"1.1","FORB","ERPU9","7","20","ERPU9"
"661","R034BY302UT","REFERENCE",1.1,"1.1","FORB","PHHO","7","20","PHHO"
"662","R034BY302UT","REFERENCE",1.1,"1.1","FORB","SELA","7","20","SELA"
"663","R034BY302UT","REFERENCE",1.1,"1.1","FORB","SYCHC","7","20","SYCHC"
"664","R034BY302UT","REFERENCE",1.1,"1.1","FORB","TRGY","7","20","TRGY"
"665","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","LESAS","60","120","LESAS"
"666","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","PLJA","0","40","PLJA"
"667","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","ACHY","15","40","ACHY"
"668","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","POSE","0","20","POSE"
"669","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","PASM","5","20","PASM"
"670","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","CRFE3","0","5","CRFE3"
"671","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","PECR5","0","5","PECR5"
"672","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","SEFLF","0","5","SEFLF"
"673","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","STAC","0","5","STAC"
"674","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","ARTRW8","15","40","ARTRW8"
"675","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","CEMO2","0","15","CEMO2"
"676","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","ARNO4","5","15","ARNO4"
"677","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","AMUT","0","10","AMUT"
"678","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","EPVI","0","5","EPVI"
"679","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","GUSA2","0","5","GUSA2"
"680","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","OPPO","0","5","OPPO"
"681","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","TREE","JUOS","110","220","JUOS"
"682","R036XY111CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","TREE","PIED","15","60","PIED"
"683","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","LESAS","100","160","LESAS"
"684","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PLJA","0","40","PLJA"
"685","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ACHY","20","40","ACHY"
"686","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POSE","0","20","POSE"
"687","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PASM","5","20","PASM"
"688","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","FORB","CRFE3","0","5","CRFE3"
"689","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","FORB","PECR5","0","5","PECR5"
"690","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","FORB","SEFLF","0","5","SEFLF"
"691","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARTRW8","40","80","ARTRW8"
"692","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARNO4","20","40","ARNO4"
"693","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","AMUT","5","20","AMUT"
"694","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CEMO2","0","5","CEMO2"
"695","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","EPVI","0","5","EPVI"
"696","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","GUSA2","0","5","GUSA2"
"697","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","TREE","JUOS","5","60","JUOS"
"698","R036XY111CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","TREE","PIED","0","20","PIED"
"699","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ACHY","80","140","ACHY"
"700","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ELEL5","60","100","ELEL5"
"701","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","HECO26","30","60","HECO26"
"702","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","PLJA","30","60","PLJA"
"703","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","POFE","5","50","POFE"
"704","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","PASM","0","30","PASM"
"705","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","KOMA","0","15","KOMA"
"706","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","LESAS","0","15","LESAS"
"707","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ARPU9","0","15","ARPU9"
"708","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","BOGR2","0","15","BOGR2"
"709","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","CAGE2","0","15","CAGE2"
"710","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","POSE","0","15","POSE"
"711","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","SPCR","0","15","SPCR"
"712","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERIGE2","5","20","ERIGE2"
"713","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERIOG","5","20","ERIOG"
"714","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PHLO2","0","20","PHLO2"
"715","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","CRYPT","0","15","CRYPT"
"716","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","SPCO","5","10","SPCO"
"717","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","LUPIN","0","10","LUPIN"
"718","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PENST","5","10","PENST"
"719","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PHHO","0","10","PHHO"
"720","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARNO4","20","60","ARNO4"
"721","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARTRW8","20","60","ARTRW8"
"722","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","CHVI8","10","40","CHVI8"
"723","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","EPVI","0","20","EPVI"
"724","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","GUSA2","0","20","GUSA2"
"725","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","AMUT","0","20","AMUT"
"726","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","CEMO2","0","20","CEMO2"
"727","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","PERA4","0","20","PERA4"
"728","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","PUTR2","0","20","PUTR2"
"729","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","QUGA","0","20","QUGA"
"730","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","RICE","0","20","RICE"
"731","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","OPPO","0","15","OPPO"
"732","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","JUOS","75","150","JUOS"
"733","R036XY445CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","PIED","75","150","PIED"
"734","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","LESAS","40","100","LESAS"
"735","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","PLJA","0","35","PLJA"
"736","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ACHY","20","35","ACHY"
"737","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","PG","0","25","2GP"
"738","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","PASM","5","20","PASM"
"739","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","POSE","0","20","POSE"
"740","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PF","0","25","2FP"
"741","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","STAC","0","10","STAC"
"742","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","CRFE3","0","5","CRFE3"
"743","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PECR5","0","5","PECR5"
"744","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","SEFLF","0","5","SEFLF"
"745","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARTRW8","15","40","ARTRW8"
"746","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARNO4","5","15","ARNO4"
"747","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","CEMO2","0","10","CEMO2"
"748","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","EPVI","0","5","EPVI"
"749","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","GUSA2","0","5","GUSA2"
"750","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","AMUT","0","5","AMUT"
"751","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","JUOS","120","220","JUOS"
"752","R036XY110CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","PIED","20","40","PIED"
"753","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","GRASS","LESAS","15","30","LESAS"
"754","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","GRASS","ACHY","5","10","ACHY"
"755","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","GRASS","PASM","0","5","PASM"
"756","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","GRASS","PLJA","0","5","PLJA"
"757","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","GRASS","POSE","0","5","POSE"
"758","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","FORB","CRFE3","0","5","CRFE3"
"759","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","FORB","PECR5","0","5","PECR5"
"760","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","FORB","SEFLF","0","5","SEFLF"
"761","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","FORB","STAC","0","5","STAC"
"762","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","SHRUB","AMUT","0","5","AMUT"
"763","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","SHRUB","ARNO4","0","5","ARNO4"
"764","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","SHRUB","ARTRW8","0","5","ARTRW8"
"765","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","SHRUB","CEMO2","0","5","CEMO2"
"766","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","SHRUB","EPVI","0","5","EPVI"
"767","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","SHRUB","GUSA2","0","5","GUSA2"
"768","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","TREE","JUOS","180","270","JUOS"
"769","R036XY110CO","REFERENCE",2.1,"MATURE PINYON-JUNIPER WOODLAND ","TREE","PIED","30","50","PIED"
"770","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","LESAS","100","160","LESAS"
"771","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PLJA","0","40","PLJA"
"772","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ACHY","20","40","ACHY"
"773","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POSE","0","25","POSE"
"774","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PASM","5","20","PASM"
"775","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","STAC","0","15","STAC"
"776","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CRFE3","0","5","CRFE3"
"777","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PECR5","0","5","PECR5"
"778","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","SEFLF","0","5","SEFLF"
"779","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARTRW8","40","80","ARTRW8"
"780","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARNO4","20","40","ARNO4"
"781","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","AMUT","5","20","AMUT"
"782","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CEMO2","0","15","CEMO2"
"783","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","EPVI","0","5","EPVI"
"784","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","GUSA2","0","5","GUSA2"
"785","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","JUOS","5","60","JUOS"
"786","R036XY110CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","PIED","0","20","PIED"
"787","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ACHY","60","120","ACHY"
"788","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PLJA","60","120","PLJA"
"789","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","HENE5","0","90","HENE5"
"790","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","BOGR2","30","60","BOGR2"
"791","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ELELE","30","60","ELELE"
"792","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PASM","12","30","PASM"
"793","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","SPCR","12","30","SPCR"
"794","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ARPUL","12","30","ARPUL"
"795","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","CANU3","0","12","CANU3"
"796","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ERFL","0","12","ERFL"
"797","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PANEM","0","12","PANEM"
"798","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PELI2","0","12","PELI2"
"799","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PENST","0","12","PENST"
"800","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","SPCO","0","12","SPCO"
"801","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","LUAR3","0","6","LUAR3"
"802","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ASLE8","0","6","ASLE8"
"803","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ARTRW8","100","200","ARTRW8"
"804","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCA2","12","30","ATCA2"
"805","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","GUSA2","0","30","GUSA2"
"806","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCO","0","15","ATCO"
"807","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","CHVI8","0","12","CHVI8"
"808","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","EPCU","0","13","EPCU"
"809","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","EPVI","0","14","EPVI"
"810","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","KRLA2","0","15","KRLA2"
"811","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","OPPO","0","16","OPPO"
"812","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","GRASS","PG","0","30","2GP"
"813","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","FORB","AF","0","5","2FA"
"814","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","FORB","PF","0","5","2FP"
"815","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","ARTRW8","150","350","ARTRW8"
"816","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","GUSA2","10","50","GUSA2"
"817","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","SH","0","40","2SHRUB"
"818","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","ATCO","0","35","ATCO"
"819","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","EPCU","0","25","EPCU"
"820","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","OPPO","0","15","OPPO"
"821","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","SHRUB","SAVE4","0","10","SAVE4"
"822","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","TREE","JUOS","0","15","JUOS"
"823","R036XY325CO","DEPAUPERATE STATE",3.1,"DEPAUPERATE SHRUBLAND","TREE","PIED","0","5","PIED"
"824","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","PASM","25","80","PASM"
"825","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ACHY","35","80","ACHY"
"826","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","POFE","5","40","POFE"
"827","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","POSE","5","40","POSE"
"828","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","SPCR","5","40","SPCR"
"829","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","ELEL5","5","40","ELEL5"
"830","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","HECOC8","5","40","HECOC8"
"831","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","KOMA","5","40","KOMA"
"832","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","LESA4","5","25","LESA4"
"833","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","BOGR2","5","25","BOGR2"
"834","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","GRASS","CAGE2","5","25","CAGE2"
"835","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ARLU","0","15","ARLU"
"836","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","BASA3","0","15","BASA3"
"837","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","CRFE3","0","15","CRFE3"
"838","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERDE6","0","15","ERDE6"
"839","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERST4","0","15","ERST4"
"840","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","ERUM","0","15","ERUM"
"841","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","HEVI4","0","15","HEVI4"
"842","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","IPAGA3","0","15","IPAGA3"
"843","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","OXYTR","0","15","OXYTR"
"844","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PECA4","0","15","PECA4"
"845","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PEPU7","0","15","PEPU7"
"846","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PEST2","0","15","PEST2"
"847","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PHHO","0","15","PHHO"
"848","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","PHLO2","0","15","PHLO2"
"849","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","FORB","SPCO","0","15","SPCO"
"850","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","AMUT","0","40","AMUT"
"851","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARNO4","0","40","ARNO4"
"852","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARTRW8","5","40","ARTRW8"
"853","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","CEMO2","0","40","CEMO2"
"854","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","CHVIV4","0","40","CHVIV4"
"855","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","QUGA","0","40","QUGA"
"856","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","OPPO","0","40","OPPO"
"857","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","PERA4","0","25","PERA4"
"858","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","PUTR2","0","25","PUTR2"
"859","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","RICE","0","25","RICE"
"860","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","SYOR2","0","25","SYOR2"
"861","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","YUGL","0","25","YUGL"
"862","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARTRV","0","25","ARTRV"
"863","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","ARFR4","0","25","ARFR4"
"864","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","SHRUB","FERU","0","20","FERU"
"865","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","PIED","150","330","PIED"
"866","R036XY114CO","REFERENCE",1.1,"PINYON-JUNIPER WOODLAND","TREE","JUOS","50","160","JUOS"
