"","ESD.CODE","STATE","PHASE","PHASE.NAME","FUNCTIONAL","SYMBOL","Lower","Upper","YMBOL"
"1","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ACHY","30","120","ACHY"
"2","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PLJA","60","120","PLJA"
"3","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","HENE5","0","90","HENE5"
"4","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","BOGR2","30","60","BOGR2"
"5","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ELELE","30","60","ELELE"
"6","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PASM","12","30","PASM"
"7","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","SPCR","12","30","SPCR"
"8","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ARPUL","12","30","ARPUL"
"9","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","CANU3","0","12","CANU3"
"10","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ERFL","0","12","ERFL"
"11","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PANEM","0","12","PANEM"
"12","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PELI2","0","12","PELI2"
"13","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PENST","0","12","PENST"
"14","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","SPCO","0","12","SPCO"
"15","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","LUAR3","0","6","LUAR3"
"16","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ASLE8","0","6","ASLE8"
"17","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ARTRW8","100","200","ARTRW8"
"18","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCA2","12","30","ATCA2"
"19","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","GUSA2","0","30","GUSA2"
"20","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCO","0","15","ATCO"
"21","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","CHVI8","0","12","CHVI8"
"22","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","EPCU","0","12","EPCU"
"23","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","EPVI","0","12","EPVI"
"24","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","KRLA2","0","12","KRLA2"
"25","R036XY325CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","OPPO","0","12","OPPO"
"26","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","PASM","25","80","PASM"
"27","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","ACHY","35","80","ACHY"
"28","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","POFE","5","40","POFE"
"29","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","POSE","5","40","POSE"
"30","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","SPCR","5","40","SPCR"
"31","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","ELEL5","5","40","ELEL5"
"32","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","HECOC8","5","40","HECOC8"
"33","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","KOMA","5","40","KOMA"
"34","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","LESA4","5","25","LESA4"
"35","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","BOGR2","5","25","BOGR2"
"36","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","GRASS","CAGE2","5","25","CAGE2"
"37","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","ARLU","0","15","ARLU"
"38","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","BASA3","0","15","BASA3"
"39","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","CRFE3","0","15","CRFE3"
"40","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","ERDE6","0","15","ERDE6"
"41","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","ERST4","0","15","ERST4"
"42","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","ERUM","0","15","ERUM"
"43","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","HEVI4","0","15","HEVI4"
"44","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","IPAGA3","0","15","IPAGA3"
"45","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","OXYTR","0","15","OXYTR"
"46","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","PECA4","0","15","PECA4"
"47","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","PEPU7","0","15","PEPU7"
"48","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","PEST2","0","15","PEST2"
"49","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","PHHO","0","15","PHHO"
"50","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","PHLO2","0","15","PHLO2"
"51","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","FORB","SPCO","0","15","SPCO"
"52","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","AMUT","0","40","AMUT"
"53","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","ARNO4","0","40","ARNO4"
"54","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","ARTRW8","5","40","ARTRW8"
"55","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","CEMO2","0","40","CEMO2"
"56","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","CHVIV4","0","40","CHVIV4"
"57","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","QUGA","0","40","QUGA"
"58","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","OPPO","0","40","OPPO"
"59","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","PERA4","0","25","PERA4"
"60","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","PUTR2","0","25","PUTR2"
"61","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","RICE","0","25","RICE"
"62","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","SYOR2","0","25","SYOR2"
"63","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","YUGL","0","25","YUGL"
"64","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","ARTRV","0","25","ARTRV"
"65","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","ARFR4","0","25","ARFR4"
"66","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","SHRUB","FERU","0","20","FERU"
"67","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","TREE","PIED","150","330","PIED"
"68","R036XY114CO","REFERENCE",1.1,"PJ WOODLAND","TREE","JUOS","50","160","JUOS"
"69","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","ELEL5","1","25","ELEL5"
"70","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","HECOC8","1","25","HECOC8"
"71","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","KOMA","1","25","KOMA"
"72","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","PASM","1","25","PASM"
"73","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","POFE","1","25","POFE"
"74","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","POSE","1","25","POSE"
"75","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","SPCR","1","25","SPCR"
"76","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","ACHY","1","25","ACHY"
"77","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","LESA4","0","5","LESA4"
"78","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","BOGR2","0","5","BOGR2"
"79","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","GRASS","CAGE2","0","5","CAGE2"
"80","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","ARLU","0","5","ARLU"
"81","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","BASA3","0","5","BASA3"
"82","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","CRFE3","0","5","CRFE3"
"83","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","ERDE6","0","5","ERDE6"
"84","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","ERST4","0","5","ERST4"
"85","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","ERUM","0","5","ERUM"
"86","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","HEVI4","0","5","HEVI4"
"87","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","IPAGA3","0","5","IPAGA3"
"88","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","OXYTR","0","5","OXYTR"
"89","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","PECA4","0","5","PECA4"
"90","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","PEPU7","0","5","PEPU7"
"91","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","PEST2","0","5","PEST2"
"92","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","PHHO","0","5","PHHO"
"93","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","PHLO2","0","5","PHLO2"
"94","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","SPCO","0","5","SPCO"
"95","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","FORB","STAC","0","5","STAC"
"96","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","ARNO4","1","15","ARNO4"
"97","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","ARTRW8","0","15","ARTRW8"
"98","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","CEMO","1","15","CEMO"
"99","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","CHVIV4","1","15","CHVIV4"
"100","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","OPPO","1","15","OPPO"
"101","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","AMUT","1","15","AMUT"
"102","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","QUGA","1","15","QUGA"
"103","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","RICE","0","5","RICE"
"104","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","SYOR2","0","5","SYOR2"
"105","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","YUGL","0","5","YUGL"
"106","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","ARFR4","0","5","ARFR4"
"107","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","PERA4","0","5","PERA4"
"108","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","PUTR2","0","5","PUTR2"
"109","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","SHRUB","ARTRV","0","5","ARTRV"
"110","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","TREE","PIED","60","350","PIED"
"111","R036XY114CO","REFERENCE",1.2,"MATURE PJ WOODLAND","TREE","JUOS","20","200","JUOS"
"112","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","PASM","90","180","PASM"
"113","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","ACHY","90","135","ACHY"
"114","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","POSE","90","135","POSE"
"115","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","PSSPS","90","135","PSSPS"
"116","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","SPCR","45","90","SPCR"
"117","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","ELEL5","45","90","ELEL5"
"118","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","POFE","45","90","POFE"
"119","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","KOMA","45","90","KOMA"
"120","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","LESA4","10","45","LESA4"
"121","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","BOGR2","10","45","BOGR2"
"122","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","CAGE2","10","45","CAGE2"
"123","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","GRASS","HECOC8","5","35","HECOC8"
"124","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","ARLU","10","25","ARLU"
"125","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","BASA3","10","25","BASA3"
"126","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","CRFE3","10","25","CRFE3"
"127","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","ERDE6","10","25","ERDE6"
"128","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","ERST4","10","25","ERST4"
"129","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","ERUM","10","25","ERUM"
"130","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","HEVI4","10","25","HEVI4"
"131","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","IPAGA3","10","25","IPAGA3"
"132","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","OXYTR","10","25","OXYTR"
"133","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","PECA4","10","25","PECA4"
"134","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","PEPU7","10","25","PEPU7"
"135","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","PEST2","10","25","PEST2"
"136","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","PHLO","10","25","PPHO"
"137","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","PHLO2","10","25","PHLO2"
"138","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","SPCO","10","25","SPCO"
"139","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","FORB","STAC","10","25","STAC"
"140","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","ARTRW8","40","100","ARTRW8"
"141","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","CEMO2","5","50","CEMO2"
"142","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","CHVIV4","5","50","CHVIV4"
"143","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","OPPO","5","50","OPPO"
"144","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","AMUT","5","50","AMUT"
"145","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","QUGA","5","50","QUGA"
"146","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","ARNO4","5","50","ARNO4"
"147","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","ARTRV","5","30","ARTRV"
"148","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","RICE","5","30","RICE"
"149","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","SYRO","5","30","SYRO2"
"150","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","YUGL","5","30","YUGL"
"151","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","ARFR4","5","30","ARFR4"
"152","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","PERA4","5","30","PERA4"
"153","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","SHRUB","PUTR2","5","30","PUTR2"
"154","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","TREE","PIED","10","150","PIED"
"155","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND W/ SCATTERED PJ","TREE","JUOS","5","100","JUOS"
"156","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","GRASS","PLJA","200","375","PLJA"
"157","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","GRASS","BOGR2","0","25","BOGR2"
"158","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","GRASS","ACHY","15","75","ACHY"
"159","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","GRASS","ELEL5","10","75","ELEL5"
"160","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","GRASS","HECO26","0","25","HECO26"
"161","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","GRASS","POSE","0","25","POSE"
"162","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","SPCO","25","50","SPCO"
"163","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","ERIOG","5","35","ERIOG"
"164","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","GASP","0","25","GASP"
"165","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","IVAX","0","25","IVAX"
"166","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","LOMAT","0","25","LOMAT"
"167","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","OENOT","0","25","OENOT"
"168","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","XYLOR","0","25","XYLOR"
"169","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","ASTER","0","25","ASTER"
"170","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","ASTRA","0","25","ASTRA"
"171","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","PHCR","10","35","PHCR"
"172","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","BRASS2","0","25","BRASS2"
"173","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","DESCU","0","25","DESCU"
"174","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","FORB","ERIN4","0","25","ERIN4"
"175","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","SHRUB","ATCO","50","150","ATCO"
"176","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","SHRUB","KRLA2","50","150","KRLA2"
"177","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","SHRUB","GUSA","5","35","GUA"
"178","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","SHRUB","OPPO","5","25","OPPO"
"179","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","SHRUB","TESP2","5","25","TESP2"
"180","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","SHRUB","CHVI8","0","25","CHVI8"
"181","R034BY404CO","REFERENCE",1.1,"PERENNIAL GRASS-SHRUBS","SHRUB","ECTR","0","15","ECTR"
"182","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","POFE","400","600","POFE"
"183","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","HECO26","10","100","HECO26"
"184","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","ACHY","10","100","ACHY"
"185","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","ELEL5","5","50","ELEL5"
"186","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","PG","0","50","2GP"
"187","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","KOMA","0","20","KOMA"
"188","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","PASM","150","449","PASM"
"189","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","BOGR2","0","15","BOGR2"
"190","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","GRASS","PLJA","0","15","PLJA"
"191","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","LUPIN","5","35","LUPIN"
"192","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","ERIGE2","5","35","ERIGE2"
"193","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","ERRA3","5","25","ERRA3"
"194","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","ASTRA","5","25","ASTRA"
"195","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","CASTI2","5","25","CASTI2"
"196","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","SPCO","5","25","SPCO"
"197","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","PENST","5","20","PENST"
"198","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","PF","0","20","2FP"
"199","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","ALLIU","0","15","ALLIU"
"200","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","ASTER","0","15","ASTER"
"201","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","COUM","0","15","COUM"
"202","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","HYMEN7","0","15","HYMEN7"
"203","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","PEPU7","0","15","PEPU7"
"204","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","SENEC","0","15","SENEC"
"205","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","PHHO","0","10","PHHO"
"206","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","FORB","ERIOG","0","10","ERIOG"
"207","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","ARTRW8","125","275","ARTRW8"
"208","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","CHVI8","10","50","CHVI8"
"209","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","GUSA2","5","35","GUSA2"
"210","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","PERA4","0","10","PERA4"
"211","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","TECA2","0","10","TECA2"
"212","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","ERPAP10","0","10","ERPAP10"
"213","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","CEMO2","0","25","CEMO2"
"214","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","PUTR2","0","25","PUTR2"
"215","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","QUGA","0","15","QUGA"
"216","R036XY284CO","REFERENCE",1.1,"PERRENIAL SHRUBLAND/GRASSLAND","SHRUB","OPPO","0","10","OPPO"
"217","R036XY113CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PLJA","25","60","PLJA"
"218","R036XY113CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ACHY","25","45","ACHY"
"219","R036XY113CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","HECO26","25","45","HECO26"
"220","R036XY113CO","REFERENCE",1.3,"PERRENIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ELEL5","10","30","ELEL5"
