Plot ID,Panel,Plot Status,Administrative State,Project Office,Design Stratum,Project Contact Name,Comments,Rejection Criteria,Rejection Criteria Comments,Actual Stratum,Project,Random or Targeted,Revisit,Original Plot ID If Revisit,Date Originally Visited If Revisit,Moved,Move Comments,Date Visited,Actual Latitude Y,Actual Longitude X,Ecological Site
SS-312,Oversample 2020,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,R036XY284CO
SS-313,Oversample 2021,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,R036XY114CO
SS-314,Oversample 2021,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
SS-315,Oversample 2021,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
SS-316,Oversample 2021,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,R036XY284CO
SS-317,Oversample 2022,REJECTED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,NA
SS-318,Oversample 2022,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,R036XY289CO
SS-319,Oversample 2022,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,R036XY326CO
SS-320,Oversample 2022,SAMPLED,CO,UFO,SS,Ken Holsinger,,,,,,,,,,,,,,,R036XY284CO
SD-392,2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY117UT
SD-393,2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R036XY114CO
SD-394,2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
SD-395,2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
SD-399,Oversample 2019,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034XY298CO
SD-400,Oversample 2019,REJECTED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,NA
SD-401,Oversample 2019,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R036XY113CO
SD-402,Oversample 2020,REJECTED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,NA
SD-403,Oversample 2020,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R036XY284CO
SD-404,Oversample 2020,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY117UT
SD-405,Oversample 2021,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
SD-406,Oversample 2021,REJECTED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,NA
SD-407,Oversample 2021,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY117UT
SD-408,Oversample 2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY112UT
SD-409,Oversample 2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
SD-410,Oversample 2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY109UT
SD-411,Oversample 2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY109UT
SD-412,Oversample 2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY109UT
SD-413,Oversample 2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R036XY113CO
SD-414,Oversample 2022,SAMPLED,CO,UFO,SD,Ken Holsinger,,,,,,,,,,,,,,,R034BY117UT
MMS-095,2022,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,R036XY284CO
MMS-096,Oversample 2018,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,R036XY113CO
MMS-097,Oversample 2018,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
MMS-098,Oversample 2018,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,DRAFT ESD
MMS-099,Oversample 2019,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,NEED MATCHED
MMS-100,Oversample 2019,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,R036XY284CO
MMS-101,Oversample 2019,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,R048AY306UT
MMS-102,Oversample 2020,SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,R034BY006UT
MMS-103,Oversample 2020,REJECTED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,NA
MMS-104,Oversample 2020,REJECTED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,NA
MMS-105,Oversample 2021,NOT SAMPLED,CO,UFO,MMS,Ken Holsinger,,,,,,,,,,,,,,,NA
